D001583 D000001
D010880 D007665
D013876 D007665
D011564 D007666
D001789 D007667
D014551 D007668
D014545 D007669
D053040 D007669
D007682 D007670
D014553 D007671
D007668 D007672
D007674 D007673
D014570 D007674
D051436 D007676
D003950 D007677
D007672 D007678
D009399 D007678
D007668 D007679
D007674 D007680
D014571 D007680
D007674 D007681
D007668 D007682
D058186 D007683
D009399 D007684
D007684 D007685
D007684 D007686
D007684 D007687
D001187 D007688
D000015 D007690
D000072661 D007690
D052177 D007690
D052177 D007691
D012822 D007692
D008214 D007694
D003532 D007695
D009424 D007696
D009633 D007697
D001522 D007698
D011434 D007699
D001669 D007700
D055595 D007700
D003583 D007701
D006334 D007702
D004152 D007703
D001779 D007704
D007705 D007704
D011498 D007704
D012898 D007705
D036341 D007705
D006201 D007706
D008664 D007706
D020739 D007706
D038901 D007706
D001209 D007707
D014586 D007707
D009053 D007708
D004755 D007709
D004756 D007710
D007709 D007711
D007006 D007713
D058533 D007713
D004413 D007714
D009139 D007714
D000798 D007715
D004718 D007716
D015003 D007716
D035002 D007717
D007869 D007718
D007596 D007719
D007595 D007720
D012054 D007721
D001294 D007722
D005202 D007723
D014845 D007724
D018279 D007725
D005741 D007726
D011868 D007727
D008264 D007728
D017096 D007729
D008877 D007730
D000067011 D007732
D001102 D007733
D006482 D007733
D017282 D007733
D018177 D007733
D019937 D007734
D000814 D007735
D011427 D007735
D006912 D007736
D014977 D007736
D000596 D007737
D013121 D007738
D002460 D007739
D005347 D007739
D001295 D007740
D004983 D007741
D012457 D007741
D008046 D007742
D011247 D007743
D011248 D007744
D007743 D007745
D007743 D007746
D055703 D007746
D007745 D007747
D007745 D007748
D007745 D007749
D009938 D007750
D036861 D007751
D007744 D007752
D006268 D007753
D003749 D007754
D006748 D007755
D007753 D007755
D001695 D007756
D007239 D007757
D009784 D007757
D004423 D007758
D004427 D007759
D004847 D007760
D009925 D007760
D007758 D007761
D045604 D007761
D007759 D007762
D010031 D007762
D009876 D007763
D010150 D007764
D005088 D007765
D005123 D007765
D005128 D007766
D007766 D007767
D000067816 D007768
D000418 D007768
D000577 D007769
D006573 D007769
D045022 D007770
D064430 D007770
D018018 D007772
D006880 D007773
D049590 D007774
D055703 D007774
D001941 D007775
D011644 D007775
D056546 D007777
D007777 D007778
D007778 D007779
D007778 D007780
D006023 D007781
D007782 D007781
D012697 D007781
D061250 D007781
D000067816 D007782
D005916 D007782
D009930 D007783
D010544 D007784
D004187 D007785
D002239 D007787
D008286 D007787
D005700 D007788
D046912 D007788
D001774 D007789
D003938 D007789
D002518 D007790
D013437 D007791
D004187 D007792
D000073566 D007793
D000820 D007794
D044423 D007795
D019299 D007796
D019635 D007796
D019637 D007796
D008562 D007797
D016326 D007797
D005399 D007798
D004071 D007799
D003713 D007801
D003142 D007802
D007254 D007802
D007802 D007803
D002657 D007804
D007806 D007805
D003147 D007806
D009483 D007807
D014885 D007809
D002775 D007810
D013261 D007810
D014315 D007810
D028581 D007811
D001210 D007812
D013514 D007813
D008018 D007814
D009349 D007815
D012876 D007815
D007815 D007816
D014120 D007816
D007830 D007817
D051457 D007817
D051472 D007817
D010038 D007818
D012140 D007818
D007818 D007819
D007830 D007820
D020545 D007820
D007830 D007821
D018482 D007821
D007818 D007822
D010039 D007822
D012142 D007822
D014630 D007823
D013517 D007825
D064706 D007826
D007818 D007827
D012141 D007827
D003948 D007828
D004724 D007828
D013517 D007828
D007818 D007829
D015619 D007829
D012137 D007830
D001187 D007831
D019736 D007831
D005663 D007832
D055096 D007834
D055618 D007834
D001117 D007835
D006482 D007835
D018049 D007836
D011606 D007837
D004292 D007839
D001704 D007840
D011108 D007840
D012408 D007840
D053147 D007840
D000372 D007841
D010939 D007842
D000569 D007843
D001454 D007844
D009633 D007845
D007221 D007846
D006748 D007847
D007850 D007848
D005227 D007850
D005233 D007851
D019216 D007854
D000075322 D007855
D011868 D007856
D010551 D007857
D008606 D007858
D011588 D007858
D003147 D007859
D065886 D007859
D005376 D007860
D008877 D007861
D000217 D007862
D052456 D007863
D000845 D007865
D035002 D007866
D050281 D007867
D012871 D007868
D014947 D007869
D001848 D007870
D012883 D007871
D005271 D007873
D005914 D007874
D010940 D007874
D012141 D007876
D016905 D007876
D007876 D007877
D012926 D007878
D007878 D007879
D007878 D007880
D012926 D007880
D007878 D007881
D007878 D007882
D007878 D007883
D007878 D007885
D007878 D007886
D019684 D007887
D015323 D007888
D020739 D007888
D028361 D007888
D009379 D007889
D009379 D007890
D012509 D007890
D014351 D007891
D007891 D007892
D007891 D007893
D007891 D007894
D007891 D007895
D000079426 D007896
D012876 D007896
D056986 D007896
D016773 D007897
D007896 D007898
D006802 D007899
D007901 D007900
D011443 D007901
D006760 D007902
D007908 D007903
D007908 D007904
D005128 D007905
D007905 D007906
D007908 D007907
D000869 D007908
D055096 D007909
D007909 D007910
D019736 D007910
D008548 D007911
D047071 D007912
D006268 D007914
D000074748 D007915
D000942 D007916
D000900 D007917
D009165 D007918
D016953 D007919
D007919 D007921
D013145 D007922
D001018 D007925
D001157 D007925
D011686 D007926
D020739 D007926
D038901 D007926
D000353 D007927
D004305 D007928
D004307 D007928
D018675 D007928
D000597 D007930
D000601 D007930
D000626 D007931
D045727 D007931
D018942 D007933
D056584 D007934
D000604 D007935
D016238 D007937
D047589 D007937
D007942 D007939
D007942 D007940
D007942 D007941
D007938 D007942
D009374 D007942
D007938 D007943
D008232 D007943
D007938 D007945
D008232 D007945
D007938 D007946
D015470 D007946
D034721 D007946
D015470 D007947
D015470 D007948
D007938 D007951
D007938 D007952
D009101 D007952
D007938 D007953
D009381 D007953
D011832 D007953
D007964 D007955
D009196 D007955
D052899 D007956
D007159 D007957
D001772 D007958
D006650 D007959
D006402 D007960
D002630 D007961
D008222 D007961
D001773 D007962
D007107 D007962
D007962 D007963
D007960 D007964
D013106 D007965
D020279 D007965
D020279 D007966
D003711 D007968
D012897 D007968
D018792 D007968
D027601 D007968
D056784 D007968
D002561 D007969
D004678 D007969
D007235 D007969
D007960 D007970
D011230 D007971
D007971 D007972
D009062 D007972
D019522 D007973
D015289 D007975
D009842 D007976
D007093 D007978
D013844 D007978
D006330 D007979
D012857 D007979
D004295 D007980
D007651 D007982
D001789 D007983
D018310 D007984
D004847 D007985
D013737 D007985
D055098 D007985
D006065 D007986
D009842 D007987
D010906 D007987
D000354 D007988
D011574 D007989
D007253 D007990
D006739 D007992
D066290 D007992
D066290 D007993
D007998 D007995
D007998 D007996
D007254 D007998
D007255 D007999
D007998 D007999
D007998 D008000
D007255 D008001
D007998 D008001
D000352 D008002
D007313 D008003
D003406 D008004
D008004 D008005
D008004 D008006
D008004 D008007
D008004 D008008
D008004 D008009
D017512 D008010
D005658 D008011
D000083 D008012
D010879 D008013
D003417 D008014
D005554 D008014
D011603 D008014
D005060 D008015
D008019 D008016
D014798 D008017
D008675 D008018
D011593 D008019
D005791 D008020
D004780 D008021
D003238 D008022
D009141 D008022
D007596 D008023
D008022 D008023
D019995 D008024
D004798 D008025
D013514 D008026
D011840 D008027
D055620 D008027
D060733 D008027
D006488 D008028
D006489 D008028
D013508 D008028
D004780 D008029
D014887 D008030
D055907 D008030
D001704 D008031
D002482 D008031
D045424 D008031
D001921 D008032
D001431 D008033
D001681 D008033
D019963 D008033
D055231 D008034
D014059 D008035
D008340 D008036
D007802 D008037
D002293 D008039
D055614 D008040
D005228 D008041
D043371 D008041
D005228 D008042
D005224 D008043
D010938 D008043
D010671 D008044
D046009 D008045
D009055 D008046
D009059 D008047
D008047 D008048
D009062 D008048
D002265 D008049
D008070 D008050
D008563 D008051
D008567 D008051
D008661 D008052
D052439 D008052
D008066 D008053
D008055 D008054
D010545 D008054
D005420 D008058
D007655 D008058
D011768 D008058
D050862 D008058
D050959 D008058
D009083 D008059
D012875 D008060
D052439 D008060
D000196 D008061
D008286 D008061
D008055 D008062
D010860 D008062
D002264 D008063
D003067 D008063
D005227 D008063
D013876 D008063
D008052 D008064
D052439 D008064
D006685 D008065
D012873 D008065
D001669 D008066
D050356 D008066
D018205 D008067
D012871 D008068
D052439 D008068
D008068 D008069
D004731 D008070
D006001 D008070
D008055 D008070
D011135 D008070
D002265 D008071
D006951 D008072
D008052 D008072
D008074 D008073
D008055 D008074
D011506 D008074
D008074 D008075
D002784 D008076
D008075 D008076
D008074 D008077
D002784 D008078
D008077 D008078
D008074 D008079
D012509 D008080
D018205 D008080
D004337 D008081
D008567 D008081
D000960 D008082
D005765 D008082
D011333 D008083
D058945 D008084
D009633 D008085
D012048 D008085
D000644 D008086
D001190 D008086
D056449 D008087
D016908 D008088
D008087 D008089
D004873 D008090
D006809 D008091
D008091 D008092
D008091 D008093
D008672 D008094
D019565 D008094
D002793 D008095
D013812 D008096
D059708 D008096
D001454 D008097
D011270 D008098
D055703 D008098
D004064 D008099
D008107 D008100
D018784 D008100
D000562 D008101
D008100 D008101
D008109 D008101
D013152 D008102
D005355 D008103
D008107 D008103
D008103 D008104
D008108 D008104
D002780 D008105
D008103 D008105
D004195 D008106
D008103 D008106
D004066 D008107
D008107 D008108
D020751 D008108
D008107 D008109
D010272 D008109
D014020 D008110
D003938 D008111
D006003 D008112
D004067 D008113
D008107 D008113
D008113 D008114
D009374 D008114
D004068 D008115
D012038 D008115
D012104 D008116
D005370 D008117
D005368 D008118
D011057 D008119
D000470 D008120
D010880 D008120
D033364 D008121
D003195 D008122
D005160 D008123
D009068 D008124
D008636 D008125
D065821 D008125
D008040 D008126
D010684 D008128
D006109 D008129
D009607 D008130
D002947 D008131
D004739 D008131
D004644 D008132
D012934 D008132
D000075224 D008133
D001145 D008133
D006330 D008133
D005791 D008134
D000375 D008136
D010829 D008136
D015331 D008137
D007684 D008138
D010880 D008139
D001570 D008140
D013121 D008141
D011443 D008142
D001307 D008144
D015144 D008145
D012757 D008146
D018177 D008146
D009281 D008148
D004644 D008149
D003664 D008150
D011226 D008151
D003989 D008152
D012212 D008153
D013892 D008154
D044004 D008154
D008164 D008156
D010088 D008156
D002481 D008158
D009059 D008158
D013131 D008159
D013127 D008160
D001415 D008161
D003078 D008162
D010783 D008163
D011506 D008164
D011724 D008165
D002418 D008166
D011213 D008166
D018151 D008167
D012137 D008168
D000038 D008169
D008171 D008169
D012141 D008169
D012129 D008170
D012143 D008170
D012140 D008171
D008171 D008172
D009181 D008172
D012141 D008172
D008171 D008173
D008171 D008174
D010272 D008174
D012141 D008174
D008171 D008175
D012142 D008175
D012129 D008176
D014382 D008177
D003240 D008178
D012871 D008178
D008178 D008179
D001327 D008180
D003240 D008180
D005921 D008181
D008180 D008181
D009483 D008182
D008597 D008183
D003338 D008184
D004847 D008184
D055098 D008184
D006344 D008185
D000080066 D008186
D003271 D008186
D012102 D008186
D028561 D008187
D028581 D008187
D001789 D008188
D005060 D008189
D004798 D008190
D006878 D008191
D012919 D008192
D001899 D008193
D016905 D008193
D017282 D008193
D013754 D008194
D012908 D008195
D008208 D008196
D045604 D008196
D013514 D008197
D008221 D008198
D008206 D008199
D008206 D008200
D008200 D008201
D044148 D008201
D018190 D008202
D008232 D008203
D018190 D008203
D012509 D008204
D018190 D008204
D008206 D008205
D009362 D008207
D007107 D008208
D008206 D008209
D003560 D008210
D008206 D008210
D002468 D008211
D055633 D008211
D007165 D008212
D007111 D008213
D007159 D008213
D055633 D008213
D007963 D008214
D008214 D008215
D001117 D008216
D008587 D008216
D018049 D008217
D007964 D008218
D002690 D008219
D011859 D008220
D008208 D008221
D016207 D008222
D008232 D008223
D008228 D008224
D008223 D008228
D011230 D008230
D016393 D008230
D007153 D008231
D007970 D008231
D007160 D008232
D008206 D008232
D008222 D008233
D048069 D008233
D009652 D008234
D008387 D008235
D026121 D008235
D014667 D008236
D004873 D008237
D008237 D008238
D000599 D008239
D000601 D008239
D024361 D008239
D006899 D008240
D000409 D008241
D008239 D008241
D016662 D008242
D000217 D008243
D008246 D008244
D010740 D008245
D010712 D008246
D022162 D008247
D008666 D008248
D000594 D008249
D000604 D008250
D016663 D008251
D008251 D008252
D008251 D008253
D008251 D008254
D008251 D008255
D002681 D008256
D062312 D008256
D010551 D008257
D008232 D008258
D010265 D008258
D020141 D008258
D054219 D008258
D012712 D008259
D014060 D008260
D003602 D008262
D007961 D008263
D008222 D008263
D003239 D008264
D010586 D008264
D012157 D008264
D022423 D008264
D009056 D008265
D012160 D008266
D012444 D008267
D012162 D008268
D008268 D008269
D007195 D008270
D003881 D008271
D009617 D008271
D017192 D008271
D013483 D008273
D026443 D008273
D008673 D008274
D019565 D008274
D003677 D008275
D006878 D008276
D017616 D008276
D010087 D008277
D017616 D008277
D013431 D008278
D017616 D008278
D014054 D008279
D010825 D008280
D009511 D008281
D003479 D008282
D004519 D008282
D006748 D008284
D008283 D008284
D005796 D008285
D055261 D008285
D056426 D008285
D007410 D008286
D008659 D008286
D000079426 D008288
D011528 D008288
D001715 D008289
D008288 D008289
D001487 D008290
D003904 D008290
D015003 D008290
D064430 D008291
D000217 D008292
D003998 D008293
D006880 D008293
D063086 D008294
D000353 D008295
D001210 D008296
D003998 D008298
D000812 D008299
D005663 D008299
D011724 D008300
D007094 D008301
D008298 D008301
D011758 D008301
D000354 D008302
D002276 D008303
D002418 D008304
D006566 D008304
D007431 D008305
D011183 D008305
D001526 D008306
D004429 D008307
D004939 D008309
D014076 D008310
D008310 D008311
D008310 D008312
D008310 D008313
D003998 D008314
D000447 D008315
D000214 D008316
D000825 D008317
D007603 D008318
D008521 D008319
D004187 D008320
D005936 D008320
D000825 D008321
D005088 D008321
D014714 D008322
D013895 D008323
D030121 D008324
D009374 D008325
D015674 D008325
D007034 D008326
D011859 D008327
D006804 D008328
D013672 D008328
D003695 D008329
D007348 D008329
D009934 D008330
D009934 D008331
D010559 D008332
D000146 D008333
D006880 D008333
D007568 D008334
D008334 D008335
D007571 D008336
D007572 D008337
D008446 D008338
D007573 D008339
D008336 D008339
D014276 D008340
D008447 D008341
D003103 D008342
D003394 D008342
D005028 D008344
D056831 D008344
D019216 D008345
D028561 D008345
D010555 D008347
D008953 D008348
D019637 D008349
D026201 D008349
D002170 D008350
D011134 D008351
D000588 D008352
D007659 D008352
D013402 D008353
D013401 D008354
D008353 D008355
D013403 D008355
D006539 D008356
D007661 D008356
D006601 D008358
D019747 D008359
D006600 D008360
D006026 D008361
D006027 D008362
D006602 D008364
D005370 D008366
D005368 D008368
D001877 D008370
D013664 D008370
D013249 D008371
D045424 D008372
D011642 D008373
D008373 D008374
D000592 D008375
D020739 D008375
D000873 D008376
D001296 D008377
D006482 D008379
D008992 D008379
D018702 D008379
D001715 D008380
D006566 D008380
D008232 D008380
D014412 D008380
D025922 D008381
D000015 D008382
D001848 D008382
D003240 D008382
D006330 D008382
D030342 D008382
D003611 D008383
D004041 D008383
D000073847 D008385
D000074609 D008385
D009791 D008386
D056127 D008386
D014118 D008387
D019546 D008388
D005376 D008389
D006297 D008389
D040541 D008389
D011336 D008390
D013269 D008390
D012589 D008392
D017533 D008393
D008322 D008394
D014900 D008395
D001061 D008396
D008873 D008396
D000067393 D008397
D011482 D008397
D058257 D008397
D010262 D008398
D012919 D008399
D003948 D008400
D008403 D008400
D013902 D008400
D002849 D008401
D013058 D008401
D003146 D008402
D003954 D008403
D006306 D008403
D015980 D008403
D019937 D008403
D009511 D008404
D064746 D008405
D008410 D008406
D003239 D008407
D007107 D008407
D013514 D008408
D004435 D008409
D013284 D008410
D018482 D008410
D005658 D008411
D001941 D008413
D011644 D008413
D002418 D008414
D007105 D008415
D009372 D008415
D012871 D008415
D013701 D008416
D010019 D008417
D010033 D008417
D012725 D008418
D004364 D008419
D006739 D008421
D000367 D008423
D055703 D008423
D005195 D008425
D005195 D008426
D003153 D008427
D034121 D008427
D009026 D008428
D012946 D008429
D000554 D008430
D011247 D008431
D003205 D008432
D010811 D008433
D003762 D008434
D000354 D008435
D007195 D008436
D007568 D008437
D001158 D008438
D007571 D008439
D007572 D008440
D007573 D008441
D008439 D008441
D014276 D008442
D010256 D008443
D010255 D008444
D001846 D008445
D005151 D008446
D019736 D008447
D005540 D008448
D005540 D008449
D005540 D008450
D012123 D008451
D004781 D008452
D016273 D008452
D018942 D008453
D047029 D008453
D054833 D008454
D000480 D008455
D000644 D008455
D010642 D008456
D018185 D008457
D014765 D008458
D018103 D008459
D005502 D008460
D008460 D008461
D005511 D008462
D001562 D008463
D002219 D008463
D009636 D008464
D011984 D008465
D009588 D008466
D004065 D008467
D004240 D008467
D007082 D008467
D001559 D008468
D010879 D008468
D054361 D008469
D005243 D008470
D005333 D008470
D005315 D008471
D007232 D008471
D012120 D008471
D055370 D008471
D001569 D008472
D007030 D008473
D066280 D008473
D009434 D008474
D001917 D008475
D003560 D008476
D008477 D008476
D013896 D008477
D004646 D008478
D008477 D008478
D008477 D008479
D013899 D008479
D008477 D008480
D004724 D008481
D019616 D008481
D035423 D008482
D011632 D008483
